상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220812492013,롯데리아강릉,터미널점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51150,강릉시,51150510,홍제동,5115010100,홍제동,5115010100109920002,1,대지,992.0,2.0,강원특별자치도 강릉시 홍제동 992-2,511503220048,강원특별자치도 강릉시 하슬라로,15.0,,4215010100109920002015640,,강원특별자치도 강릉시 하슬라로 15,210949.0,25519,,,,128.879793777996,37.7546423531107
MA010120220804648751,롯데리아휘닉스파크점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51760,평창군,51760340,봉평면,5176034025,봉평면,5176034025110980000,1,대지,1098.0,,강원특별자치도 평창군 봉평면 면온리 1098,517603228037,강원특별자치도 평창군 봉평면 태기로,174.0,,4276034024200800001004305,외,강원특별자치도 평창군 봉평면 태기로 174,232922.0,25307,,,,128.326874156543,37.5824602779446
MA010120220806376461,롯데리아,양양점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51830,양양군,51830250,양양읍,5183025025,양양읍,5183025025101830006,1,대지,183.0,6.0,강원특별자치도 양양군 양양읍 연창리 183-6,518303235016,강원특별자치도 양양군 양양읍 양양로,15.0,1.0,4283025025101830006000001,,강원특별자치도 양양군 양양읍 양양로 15-1,215803.0,25031,,1,,128.626444567327,38.0779083636879
MA010120220804719046,롯데리아강릉,포남점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51150,강릉시,51150572,포남2동,5115011100,포남동,5115011100112910005,1,대지,1291.0,5.0,강원특별자치도 강릉시 포남동 1291-5,511504460997,강원특별자치도 강릉시 하평2길,11.0,,4215011100112910005007390,,강원특별자치도 강릉시 하평2길 11,210953.0,25566,,,,128.912254913677,37.7713890465273
MA010120220806466060,롯데리아원주점,롯데마트,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130590,단계동,5113011000,단계동,5113011000111230000,1,대지,1123.0,,강원특별자치도 원주시 단계동 1123,511303219026,강원특별자치도 원주시 봉화로,1.0,,4213011000111230000000001,롯데마트,강원특별자치도 원주시 봉화로 1,220100.0,26437,,1,,127.927634889204,37.3456756060548
MA010120220804731546,롯데리아화천사내점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51790,화천군,51790340,사내면,5179034021,사내면,5179034021104570048,1,대지,457.0,48.0,강원특별자치도 화천군 사내면 사창리 457-48,517903231009,강원특별자치도 화천군 사내면 사내로,33.0,,4279034021104570048000002,,강원특별자치도 화천군 사내면 사내로 33,209834.0,24155,,,,127.521242356823,38.070963153849
MA010120220811199405,롯데리아강릉,주문진점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025021,주문진읍,5115025021103230006,1,대지,323.0,6.0,강원특별자치도 강릉시 주문진읍 주문리 323-6,511503220039,강원특별자치도 강릉시 주문진읍 주문로,78.0,,4215025021103230006032613,,강원특별자치도 강릉시 주문진읍 주문로 78,210806.0,25413,,,,128.826154086266,37.8907564142758
MA010120220806387754,롯데리아비발디점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51720,홍천군,51720370,서면,5172037023,서면,5172037023112900002,1,대지,1290.0,2.0,강원특별자치도 홍천군 서면 팔봉리 1290-2,517204475627,강원특별자치도 홍천군 서면 한치골길,262.0,,4272037023112760002000001,오크동,강원특별자치도 홍천군 서면 한치골길 262,250856.0,25102,,1,,127.687339671574,37.6523367654114
MA010120220804602442,롯데리아원주하나로점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130590,단계동,5113011000,단계동,5113011000108030002,1,대지,803.0,2.0,강원특별자치도 원주시 단계동 803-2,511303219022,강원특별자치도 원주시 무실로,182.0,,4213011000108030001023119,원주원예농협하나로클럽,강원특별자치도 원주시 무실로 182,220937.0,26434,,,,127.93927399303,37.3414571915807
MA010120220802996708,롯데리아고성간성점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51820,고성군,51820250,간성읍,5182025021,간성읍,5182025021100330003,1,대지,33.0,3.0,강원특별자치도 고성군 간성읍 하리 33-3,518203234001,강원특별자치도 고성군 간성읍 간성로,59.0,1.0,4282025021100330003001414,,강원특별자치도 고성군 간성읍 간성로 59-1,219801.0,24736,,,,128.468258096013,38.3792543373206
MA010120220804540469,롯데리아강대점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110640,효자3동,5111011200,효자동,5111011200106280006,1,대지,628.0,6.0,강원특별자치도 춘천시 효자동 628-6,511103218018,강원특별자치도 춘천시 서부대성로,231.0,,4211011200106280006028296,,강원특별자치도 춘천시 서부대성로 231,200947.0,24289,,1,,127.743850217576,37.8731853915042
MA010120220804645807,롯데리아원주단관점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130675,반곡관설동,5113011600,관설동,5113011600116750008,1,대지,1675.0,8.0,강원특별자치도 원주시 관설동 1675-8,511304457132,강원특별자치도 원주시 단관길,125.0,,4213011600116750008007510,,강원특별자치도 원주시 단관길 125,220934.0,26471,,1,,127.959780999961,37.3203804211626
MA010120220804593070,롯데리아,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025022,홍천읍,5172025022100790071,1,대지,79.0,71.0,강원특별자치도 홍천군 홍천읍 신장대리 79-71,517204475643,강원특별자치도 홍천군 홍천읍 홍천로6길,22.0,,4272025022100790071008523,,강원특별자치도 홍천군 홍천읍 홍천로6길 22,250805.0,25137,,,,127.884606729503,37.6908625028846
MA010120220810973479,롯데리아철원,동송점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51780,철원군,51780259,동송읍,5178025921,동송읍,5178025921106810022,1,대지,681.0,22.0,강원특별자치도 철원군 동송읍 이평리 681-22,517803230005,강원특별자치도 철원군 동송읍 금학로,227.0,,4278025921106810025021802,,강원특별자치도 철원군 동송읍 금학로 227,269816.0,24014,,1,,127.217439649685,38.2087745180115
MA010120220802688234,롯데리아,무실점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130660,무실동,5113011500,무실동,5113011500116410011,1,대지,1641.0,11.0,강원특별자치도 원주시 무실동 1641-11,511303219035,강원특별자치도 원주시 시청로,86.0,,4213011500116410011004583,,강원특별자치도 원주시 시청로 86,220150.0,26388,,,,127.927833903815,37.3361685067449
MA010120220812128910,롯데리아영월점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51750,영월군,51750250,영월읍,5175025022,영월읍,5175025022102530017,1,대지,253.0,17.0,강원특별자치도 영월군 영월읍 하송리 253-17,517503227034,강원특별자치도 영월군 영월읍 중앙로,24.0,,4275025022102530017018588,,강원특별자치도 영월군 영월읍 중앙로 24,230808.0,26236,,,,128.466384565066,37.1834291652136
MA010120220813905082,롯데리아평창진부점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51760,평창군,51760360,진부면,5176036021,진부면,5176036021102060187,1,대지,206.0,187.0,강원특별자치도 평창군 진부면 하진부리 206-187,517603228025,강원특별자치도 평창군 진부면 진부중앙로,71.0,,4276036021102060025018519,제,강원특별자치도 평창군 진부면 진부중앙로 71,232948.0,25325,,,,128.558796079022,37.6377422325494
MA010120220800635613,롯데리아속초,터미널점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51210,속초시,51210590,청호동,5121010800,조양동,5121010800114170018,1,대지,1417.0,18.0,강원특별자치도 속초시 조양동 1417-18,512102000023,강원특별자치도 속초시 동해대로,3988.0,,4221010800114170018010001,,강원특별자치도 속초시 동해대로 3988,217812.0,24885,,,,128.598767639055,38.1904949478337
MA010120220805044945,롯데리아단구,롯데시네마점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130550,단구동,5113010700,단구동,5113010700115110002,1,대지,1511.0,2.0,강원특별자치도 원주시 단구동 1511-2,511302219001,강원특별자치도 원주시 서원대로,396.0,,4213010700115110002035092,스타월드,강원특별자치도 원주시 서원대로 396,220944.0,26484,,,,127.948866715014,37.3307488582936
MA010120220805368794,롯데리아동해쇄운점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51170,동해시,51170530,북삼동,5117010900,쇄운동,5117010900100030008,1,대지,3.0,8.0,강원특별자치도 동해시 쇄운동 3-8,511704463197,강원특별자치도 동해시 청운1길,52.0,,4217010900000030008027501,,강원특별자치도 동해시 청운1길 52,240190.0,25809,,,,129.108952358983,37.4859548324664
MA010120220812468746,롯데리아,동해점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51170,동해시,51170510,천곡동,5117010100,천곡동,5117010100110750001,1,대지,1075.0,1.0,강원특별자치도 동해시 천곡동 1075-1,511703221044,강원특별자치도 동해시 천곡로,74.0,,4217010100010750001015861,,강원특별자치도 동해시 천곡로 74,240810.0,25768,,,,129.113106651212,37.5230404472394
MA010120220804753206,롯데리아,속초점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51210,속초시,51210540,금호동,5121010400,금호동,5121010400104790025,1,대지,479.0,25.0,강원특별자치도 속초시 금호동 479-25,512103223025,강원특별자치도 속초시 중앙로,128.0,,4221010400104790025016612,,강원특별자치도 속초시 중앙로 128,217807.0,24837,,,,128.590067578429,38.2024408417878
MA010120220804568975,롯데리아삼척점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51230,삼척시,51230570,성내동,5123012000,남양동,5123012000100330011,1,대지,33.0,11.0,강원특별자치도 삼척시 남양동 33-11,512303224029,강원특별자치도 삼척시 진주로,32.0,,4223012000100330011000001,롯데리아,강원특별자치도 삼척시 진주로 32,245936.0,25920,,1,,129.164139891173,37.443544630177
MA010120220804535765,롯데리아,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51800,양구군,51800250,양구읍,5180025021,양구읍,5180025021102730008,1,대지,273.0,8.0,강원특별자치도 양구군 양구읍 상리 273-8,518004496081,강원특별자치도 양구군 양구읍 양록길,99.0,,4280025021002730008004852,,강원특별자치도 양구군 양구읍 양록길 99,255804.0,24525,,,,127.989519374534,38.1066013872932
MA010120220811814783,롯데리아원주,일산점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130515,중앙동,5113010100,중앙동,5113010100100130002,1,대지,13.0,2.0,강원특별자치도 원주시 중앙동 13-2,511303219052,강원특별자치도 원주시 천사로,213.0,,4213010100100130002015102,,강원특별자치도 원주시 천사로 213,220903.0,26415,,1,,127.947616850383,37.3516079583486
MA010120220802956839,롯데리아우두점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110705,신사우동,5111011800,우두동,5111011800107070035,1,대지,707.0,35.0,강원특별자치도 춘천시 우두동 707-35,511103218039,강원특별자치도 춘천시 충열로,39.0,,4211011800107070035006757,,강원특별자치도 춘천시 충열로 39,200939.0,24226,,1,,127.732733945092,37.8994901443411
MA010120220800129171,롯데리아철원와수점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51780,철원군,51780310,서면,5178031022,서면,5178031022111720022,1,대지,1172.0,22.0,강원특별자치도 철원군 서면 와수리 1172-22,517803230024,강원특별자치도 철원군 서면 와수로,186.0,,4278031022111720022013809,,강원특별자치도 철원군 서면 와수로 186,269841.0,24058,,,,127.439460984181,38.2398015854961
MA010120220804640243,롯데리아,횡성점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51730,횡성군,51730250,횡성읍,5173025022,횡성읍,5173025022104730036,1,대지,473.0,36.0,강원특별자치도 횡성군 횡성읍 읍하리 473-36,517303226021,강원특별자치도 횡성군 횡성읍 문정로,25.0,,4273025022104730036018542,,강원특별자치도 횡성군 횡성읍 문정로 25,225808.0,25233,,,,127.986355874382,37.4897543348234
MA010120220813077831,롯데리아원주,봉산점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130635,봉산동,5113011300,봉산동,5113011300111940007,1,대지,1194.0,7.0,강원특별자치도 원주시 봉산동 1194-7,511303219058,강원특별자치도 원주시 행구로,69.0,,4213011300111940007006597,,강원특별자치도 원주시 행구로 69,220950.0,26331,,1,,127.964851433178,37.3419451097432
MA010120220803547905,롯데리아,화천점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51790,화천군,51790250,화천읍,5179025022,화천읍,5179025022100480009,1,대지,48.0,9.0,강원특별자치도 화천군 화천읍 하리 48-9,517903231023,강원특별자치도 화천군 화천읍 중앙로,16.0,,4279025022100480009000001,,강원특별자치도 화천군 화천읍 중앙로 16,209804.0,24127,,,,127.705781702606,38.1043241410548
MA010120220814084563,롯데리아롯데속초리조트점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51210,속초시,51210600,대포동,5121011000,대포동,5121011000109950000,1,대지,995.0,,강원특별자치도 속초시 대포동 995,512104469021,강원특별자치도 속초시 대포항길,186.0,,4221011000109080001000001,롯데리조트속초,강원특별자치도 속초시 대포항길 186,217100.0,24900,,1,,128.612450647131,38.1805609630035
MA010120220804632215,롯데리아,우산점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130600,우산동,5113011100,우산동,5113011100101210005,1,대지,121.0,5.0,강원특별자치도 원주시 우산동 121-5,511303219039,강원특별자치도 원주시 우산로,72.0,,4213011100101210005019173,,강원특별자치도 원주시 우산로 72,220952.0,26341,,1,,127.937100116217,37.3699278883029
MA010120220804592459,롯데리아인제,터미널점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51810,인제군,51810250,인제읍,5181025021,인제읍,5181025021100960003,1,대지,96.0,3.0,강원특별자치도 인제군 인제읍 상동리 96-3,518103233026,강원특별자치도 인제군 인제읍 비봉로,43.0,,4281025021000960003008722,,강원특별자치도 인제군 인제읍 비봉로 43,252806.0,24635,,,,128.174914790275,38.0658949554507
MA010120220804715729,롯데리아강릉점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010500,임당동,5115010500101170002,1,대지,117.0,2.0,강원특별자치도 강릉시 임당동 117-2,511503000145,강원특별자치도 강릉시 경강로,2106.0,,4215010500101170002016908,,강원특별자치도 강릉시 경강로 2106,210080.0,25540,,,,128.897278869053,37.7551187857589
MA010120220807053719,버거킹,원주기업도시점,I2,음식,I210,기타 간이,I21004,버거,I56194,김밥 및 기타 간이 음식점업,51,강원특별자치도,51130,원주시,51130330,지정면,5113033023,지정면,5113033023113500001,1,대지,1350.0,1.0,강원특별자치도 원주시 지정면 가곡리 1350-1,511303350530,강원특별자치도 원주시 지정면 신지정로,211.0,,4213033023113500001000001,,강원특별자치도 원주시 지정면 신지정로 211,220821.0,26354,,,,127.87272293697,37.3741866410236
MA010120220807434521,하나로마트롯데리아,춘천점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110660,퇴계동,5111012300,퇴계동,5111012300101640003,1,대지,164.0,3.0,강원특별자치도 춘천시 퇴계동 164-3,511103218035,강원특별자치도 춘천시 지석로,11.0,,4211012300101640003071513,퇴계동하나로마트,강원특별자치도 춘천시 지석로 11,200943.0,24413,,1,,127.737494201206,37.8535310080829
MA010120220814229798,롯데리아춘천장학점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110310,동면,5111031023,동면,5111031023102340000,1,대지,234.0,,강원특별자치도 춘천시 동면 장학리 234,511103218038,강원특별자치도 춘천시 동면 춘천순환로,600.0,,4211031023108100001000001,,강원특별자치도 춘천시 동면 춘천순환로 600,200853.0,24213,,1,,127.757390727699,37.8924600015992
MA0101202311A0083202,롯데리아정선고한점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51770,정선군,51770253,고한읍,5177025321,고한읍,5177025321101200006,1,대지,120.0,6.0,강원특별자치도 정선군 고한읍 고한리 120-6,517703229004,강원특별자치도 정선군 고한읍 고한로,45.0,,4277025321101200006000715,,강원특별자치도 정선군 고한읍 고한로 45,233811.0,26155,,1,,128.844203098227,37.2075557934113
MA0101202308A0099849,롯데리아문막점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025026,문막읍,5113025026101990009,1,대지,199.0,9.0,강원특별자치도 원주시 문막읍 건등리 199-9,511303219041,강원특별자치도 원주시 문막읍 원문로,1587.0,,4213025026101990009000001,,강원특별자치도 원주시 문막읍 원문로 1587,220801.0,26371,,1,,127.833487232109,37.3207428058314
MA0101202409A0142626,롯데리아태백점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51190,태백시,51190525,황연동,5119010100,황지동,5119010100100070024,1,대지,7.0,24.0,강원특별자치도 태백시 황지동 7-24,511903000156,강원특별자치도 태백시 태백로,898.0,,4219010100100070024005419,,강원특별자치도 태백시 태백로 898,235800.0,26011,,1,,128.991155575914,37.1766172735707
MA0101202409A0003883,롯데리아휘닉스파크센터플라자점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51760,평창군,51760340,봉평면,5176034025,봉평면,5176034025111200000,1,대지,1120.0,,강원특별자치도 평창군 봉평면 면온리 1120,517603228037,강원특별자치도 평창군 봉평면 태기로,174.0,,4276034024200800001004305,센터프라자,강원특별자치도 평창군 봉평면 태기로 174,232922.0,25307,,2,,128.326874156543,37.5824602779446
MA0101202411A0066219,롯데리아강릉입암점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51150,강릉시,51150645,성덕동,5115012500,입암동,5115012500101390002,1,대지,139.0,2.0,강원특별자치도 강릉시 입암동 139-2,511503220017,강원특별자치도 강릉시 성덕포남로,46.0,,4215012500101390002000001,,강원특별자치도 강릉시 성덕포남로 46,210935.0,25577,,1,,128.920057833457,37.7593530441157
MA0106202401A0008766,한국맥도날드속초DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5121010800106360053,1,대지,636.0,53.0,강원특별자치도 속초시 조양동 636-53,512102000023,강원특별자치도 속초시 동해대로,4118.0,,4221010800106360053000001,,강원특별자치도 속초시 동해대로 4118,217811.0,24872,,,,128.583939051157,38.1898762257691
MA0106202401A0008657,한국맥도날드춘천퇴계DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51110,춘천시,51110660,퇴계동,5111012300,퇴계동,5111012300104180020,1,대지,418.0,20.0,강원특별자치도 춘천시 퇴계동 418-20,511103013022,강원특별자치도 춘천시 영서로,2173.0,,4211012300104180020000001,,강원특별자치도 춘천시 영서로 2173,200943.0,24446,,,,127.73106176539,37.8591569061403
MA0106202401A0009399,한국맥도날드강릉점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010500,임당동,5115010500100860000,1,대지,86.0,,강원특별자치도 강릉시 임당동 86,511503000145,강원특별자치도 강릉시 경강로,2097.0,,4215010500100860000024980,,강원특별자치도 강릉시 경강로 2097,210080.0,25532,,,,128.896106101853,37.7549574973345
MA0106202401A0009166,한국맥도날드강릉송정DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51150,강릉시,51150590,송정동,5115011400,송정동,5115011400105460004,1,대지,546.0,4.0,강원특별자치도 강릉시 송정동 546-4,511503000145,강원특별자치도 강릉시 경강로,2412.0,,5115011400105460004000001,,강원특별자치도 강릉시 경강로 2412,210140.0,25561,,,,128.923842463772,37.7722903846789
MA0106202408A0008466,한국맥도날드동해DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51170,동해시,51170510,천곡동,5117010100,천곡동,5117010100110660000,1,대지,1066.0,,강원특별자치도 동해시 천곡동 1066,511703221045,강원특별자치도 동해시 한섬로,93.0,,4217010100110660000000001,,강원특별자치도 동해시 한섬로 93,240809.0,25768,,,,129.114028908915,37.5208529039447
MA0106202401A0009073,한국맥도날드춘천후평DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51110,춘천시,51110611,후평3동,5111012000,후평동,5111012000107020005,1,대지,702.0,5.0,강원특별자치도 춘천시 후평동 702-5,511103218049,강원특별자치도 춘천시 후석로,334.0,,4211012000107020005031117,,강원특별자치도 춘천시 후석로 334,200956.0,24299,,,,127.749485921491,37.8808796213718
MA0106202209A0518716,케이에프씨KFC속초DI,코리아,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5121010800110090011,1,대지,1009.0,11.0,강원특별자치도 속초시 조양동 1009-11,512102000023,강원특별자치도 속초시 동해대로,4096.0,,4221010800110090011000001,,강원특별자치도 속초시 동해대로 4096,217811.0,24872,,,,128.586643321543,38.1898397054821
MA0106202201A0521645,KFC춘천석사,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110650,석사동,5111012400,석사동,5111012400108850001,1,대지,885.0,1.0,강원특별자치도 춘천시 석사동 885-1,511103013022,강원특별자치도 춘천시 영서로,2027.0,,4211012400108850001000001,,강원특별자치도 춘천시 영서로 2027,200972.0,24415,,,,127.745347944696,37.8526256702803
MA0106202201A0010422,버거킹춘천,온의점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110675,강남동,5111012100,온의동,5111012100105880009,1,대지,588.0,9.0,강원특별자치도 춘천시 온의동 588-9,511104454247,강원특별자치도 춘천시 방송길,98.0,1.0,4211012100105880009000001,,강원특별자치도 춘천시 방송길 98-1,200190.0,24364,,,,127.720407144371,37.8677634192179
MA0106202201A0010433,버거킹대명비발디점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51720,홍천군,51720370,서면,5172037023,서면,5172037023112900002,1,대지,1290.0,2.0,강원특별자치도 홍천군 서면 팔봉리 1290-2,517204475627,강원특별자치도 홍천군 서면 한치골길,262.0,,4272037023112760002000001,,강원특별자치도 홍천군 서면 한치골길 262,250856.0,25102,,,,127.687339671574,37.6523367654114
MA0106202201A0046032,롯데리아강릉교동,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5115011000118830002,1,대지,1883.0,2.0,강원특별자치도 강릉시 교동 1883-2,511503220005,강원특별자치도 강릉시 교동광장로,106.0,,4215011000118830002003085,,강원특별자치도 강릉시 교동광장로 106,210924.0,25515,,,,128.876081733735,37.7644486577082
MA0106202404A0011435,비케이알버거킹춘천후평S점,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,51,강원특별자치도,51110,춘천시,51110611,후평3동,5111012000,후평동,5111012000107010004,1,대지,701.0,4.0,강원특별자치도 춘천시 후평동 701-4,511103218049,강원특별자치도 춘천시 후석로,322.0,,4211012000107010014030584,,강원특별자치도 춘천시 후석로 322,200956.0,24304,,,,127.75029266456,37.8797303030085
MA0106202401A0009062,맥도날드속초DT점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5121010800106360053,1,대지,636.0,53.0,강원특별자치도 속초시 조양동 636-53,512102000023,강원특별자치도 속초시 동해대로,4118.0,,4221010800106360053000001,,강원특별자치도 속초시 동해대로 4118,217811.0,24872,,,,128.583939051157,38.1898762257691
MA0106202201A0010607,버거킹춘천거두GS점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51110,춘천시,51110390,동내면,5111039021,동내면,5111039021109100000,1,대지,910.0,,강원특별자치도 춘천시 동내면 거두리 910,511103218038,강원특별자치도 춘천시 동내면 춘천순환로,59.0,,4211039021109100000062815,,강원특별자치도 춘천시 동내면 춘천순환로 59,200883.0,24400,,,,127.75033403421,37.8557923142922
MA0106202201A0521692,KFC원주단계DT,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,51,강원특별자치도,51130,원주시,51130590,단계동,5113011000,단계동,5113011000102140004,1,대지,214.0,4.0,강원특별자치도 원주시 단계동 214-4,511303219073,강원특별자치도 원주시 북원로,2266.0,,4213011000102140004022347,,강원특별자치도 원주시 북원로 2266,220935.0,26419,,,,127.934389905849,37.3480100849131
